DateTime;Hash Rate
2009-10-08 00:00:00;3479718,8740740700
2009-10-09 00:00:00;3927111,300740740
2009-10-10 00:00:00;3827690,7614814800
2009-10-11 00:00:00;3678559,9525925900
2009-10-12 00:00:00;2883195,638518520
2009-10-13 00:00:00;2833485,3688888900
2009-10-14 00:00:00;3430008,6044444400
2009-10-15 00:00:00;3529429,143703700
2009-10-16 00:00:00;2982616,177777780
2009-10-17 00:00:00;2833485,3688888900
2009-10-18 00:00:00;3678559,9525925900
2009-10-19 00:00:00;5567550,198518520
2009-10-20 00:00:00;4722475,614814810
2009-10-21 00:00:00;3976821,5703703700
2009-10-22 00:00:00;4473924,266666670
2009-10-23 00:00:00;4424213,997037040
2009-10-24 00:00:00;3082036,717037040
2009-10-25 00:00:00;3777980,491851850
2009-10-26 00:00:00;3529429,143703700
2009-10-27 00:00:00;3181457,256296300
2009-10-28 00:00:00;3280877,7955555600
2009-10-29 00:00:00;2286672,4029629600
2009-10-30 00:00:00;2982616,177777780
2009-10-31 00:00:00;2286672,4029629600
2009-11-01 00:00:00;1242756,7407407400
2009-11-02 00:00:00;1640438,8977777800
2009-11-03 00:00:00;3082036,717037040
2009-11-04 00:00:00;3131746,986666670
2009-11-05 00:00:00;2833485,3688888900
2009-11-06 00:00:00;3082036,717037040
2009-11-07 00:00:00;3430008,6044444400
2009-11-08 00:00:00;3628849,682962960
2009-11-09 00:00:00;3181457,256296300
2009-11-10 00:00:00;3877401,0311111100
2009-11-11 00:00:00;3181457,256296300
2009-11-12 00:00:00;3280877,7955555600
2009-11-13 00:00:00;3976821,5703703700
2009-11-14 00:00:00;3927111,300740740
2009-11-15 00:00:00;4772185,884444440
2009-11-16 00:00:00;4821896,154074070
2009-11-17 00:00:00;4573344,805925930
2009-11-18 00:00:00;3927111,300740740
2009-11-19 00:00:00;3479718,8740740700
2009-11-20 00:00:00;4275083,188148150
2009-11-21 00:00:00;3628849,682962960
2009-11-22 00:00:00;5269288,5807407400
2009-11-23 00:00:00;4772185,884444440
2009-11-24 00:00:00;4623055,0755555600
2009-11-25 00:00:00;4473924,266666670
2009-11-26 00:00:00;4175662,6488888900
2009-11-27 00:00:00;3678559,9525925900
2009-11-28 00:00:00;3529429,143703700
2009-11-29 00:00:00;2982616,177777780
2009-11-30 00:00:00;3728270,222222220
2009-12-01 00:00:00;3628849,682962960
2009-12-02 00:00:00;4672765,345185190
2009-12-03 00:00:00;4374503,727407410
2009-12-04 00:00:00;1789569,7066666700
2009-12-05 00:00:00;3181457,256296300
2009-12-06 00:00:00;5120157,771851850
2009-12-07 00:00:00;5567550,198518520
2009-12-08 00:00:00;5219578,311111110
2009-12-09 00:00:00;4772185,884444440
2009-12-10 00:00:00;5169868,041481480
2009-12-11 00:00:00;5567550,198518520
2009-12-12 00:00:00;5468129,659259260
2009-12-13 00:00:00;5666970,737777780
2009-12-14 00:00:00;5070447,502222220
2009-12-15 00:00:00;5468129,659259260
2009-12-16 00:00:00;6760596,66962963
2009-12-17 00:00:00;8401035,567407410
2009-12-18 00:00:00;11184810,666666700
2009-12-19 00:00:00;9842633,386666670
2009-12-20 00:00:00;8699297,185185190
2009-12-21 00:00:00;8699297,185185190
2009-12-22 00:00:00;8053063,68
2009-12-23 00:00:00;7655381,522962960
2009-12-24 00:00:00;7655381,522962960
2009-12-25 00:00:00;7406830,174814820
2009-12-26 00:00:00;8649586,915555560
2009-12-27 00:00:00;8301615,028148150
2009-12-28 00:00:00;6810306,939259260
2009-12-29 00:00:00;8500456,106666670
2009-12-30 00:00:00;8291822,105031110
2009-12-31 00:00:00;8115400,358115560
2010-01-01 00:00:00;7762556,8642844500
2010-01-02 00:00:00;7409713,370453330
2010-01-03 00:00:00;10938148,308764400
2010-01-04 00:00:00;10644112,063905200
2010-01-05 00:00:00;11643835,296426700
2010-01-06 00:00:00;9585581,582411850
2010-01-07 00:00:00;9056316,341665190
2010-01-08 00:00:00;8997509,092693330
2010-01-09 00:00:00;8879894,59474963
2010-01-10 00:00:00;11173377,304651900
2010-01-11 00:00:00;9350352,586524440
2010-01-12 00:00:00;10314632,396800000
2010-01-13 00:00:00;10638991,906133300
2010-01-14 00:00:00;9276681,966933330
2010-01-15 00:00:00;9146938,163200000
2010-01-16 00:00:00;8108987,733333330
2010-01-17 00:00:00;8498219,144533330
2010-01-18 00:00:00;8108987,733333330
2010-01-19 00:00:00;8044115,831466670
2010-01-20 00:00:00;10249760,494933300
2010-01-21 00:00:00;11352582,826666700
2010-01-22 00:00:00;8627962,948266670
2010-01-23 00:00:00;10379504,298666700
2010-01-24 00:00:00;9990272,887466670
2010-01-25 00:00:00;13687971,293866700
2010-01-26 00:00:00;13028067,464533300
2010-01-27 00:00:00;10956938,790684400
2010-01-28 00:00:00;11825476,621653300
2010-01-29 00:00:00;13161688,669297800
2010-01-30 00:00:00;14030226,500266700
2010-01-31 00:00:00;11023749,393066700
2010-02-01 00:00:00;12293150,838328900
2010-02-02 00:00:00;9687537,345422220
2010-02-03 00:00:00;18038862,643200000
2010-02-04 00:00:00;15299627,945528900
2010-02-05 00:00:00;20164324,641754100
2010-02-06 00:00:00;17361212,24760890
2010-02-07 00:00:00;19621786,759016300
2010-02-08 00:00:00;18084596,09125930
2010-02-09 00:00:00;18717556,954453300
2010-02-10 00:00:00;15191060,716657800
2010-02-11 00:00:00;15281483,697114100
2010-02-12 00:00:00;16547405,423502200
2010-02-13 00:00:00;20978131,465860700
2010-02-14 00:00:00;18807979,93490960
2010-02-15 00:00:00;22117490,84577190
2010-02-16 00:00:00;24505174,516622200
2010-02-17 00:00:00;30034547,228065200
2010-02-18 00:00:00;26138852,81773040
2010-02-19 00:00:00;24128171,831751100
2010-02-20 00:00:00;26138852,81773040
2010-02-21 00:00:00;28023866,242085900
2010-02-22 00:00:00;32673566,022163000
2010-02-23 00:00:00;31416890,405925900
2010-02-24 00:00:00;32140224,53930670
2010-02-25 00:00:00;28944997,538323000
2010-02-26 00:00:00;32328179,0687763
2010-02-27 00:00:00;32328179,0687763
2010-02-28 00:00:00;29320906,597262200
2010-03-01 00:00:00;36651133,24657780
2010-03-02 00:00:00;35335451,54029040
2010-03-03 00:00:00;28569088,479383700
2010-03-04 00:00:00;34771587,95188150
2010-03-05 00:00:00;32140224,53930670
2010-03-06 00:00:00;33267951,716124400
2010-03-07 00:00:00;33643860,7750637
2010-03-08 00:00:00;28154653,961481500
2010-03-09 00:00:00;32884635,827010400
2010-03-10 00:00:00;36488431,53408000
2010-03-11 00:00:00;29956551,815016300
2010-03-12 00:00:00;27253705,03471410
2010-03-13 00:00:00;34461296,44885330
2010-03-14 00:00:00;28154653,961481500
2010-03-15 00:00:00;30407026,278400000
2010-03-16 00:00:00;28379891,193173300
2010-03-17 00:00:00;30632263,510091900
2010-03-18 00:00:00;31533212,436859300
2010-03-19 00:00:00;34461296,44885330
2010-03-20 00:00:00;43245548,48483560
2010-03-21 00:00:00;41218413,39960890
2010-03-22 00:00:00;40620001,17380740
2010-03-23 00:00:00;46973967,83786670
2010-03-24 00:00:00;38804582,126933300
2010-03-25 00:00:00;42435420,22068150
2010-03-26 00:00:00;44704694,029274100
2010-03-27 00:00:00;40393073,79294820
2010-03-28 00:00:00;42208492,839822200
2010-03-29 00:00:00;44250839,26755560
2010-03-30 00:00:00;48789386,88474080
2010-03-31 00:00:00;47427822,59958520
2010-04-01 00:00:00;50817814,436977800
2010-04-02 00:00:00;47187970,54862220
2010-04-03 00:00:00;48700405,50210370
2010-04-04 00:00:00;51725275,40906670
2010-04-05 00:00:00;46280509,57653330
2010-04-06 00:00:00;48095431,52071110
2010-04-07 00:00:00;58379989,204385200
2010-04-08 00:00:00;55355119,29742220
2010-04-09 00:00:00;57170041,2416
2010-04-10 00:00:00;78646617,58103700
2010-04-11 00:00:00;67454598,92527410
2010-04-12 00:00:00;78913064,62625190
2010-04-13 00:00:00;73470784,3072
2010-04-14 00:00:00;69972175,53066670
2010-04-15 00:00:00;83966610,6368
2010-04-16 00:00:00;78524330,31774820
2010-04-17 00:00:00;85910282,17931850
2010-04-18 00:00:00;95239905,5834074
2010-04-19 00:00:00;90186359,57285930
2010-04-20 00:00:00;79690533,24325930
2010-04-21 00:00:00;85132813,56231110
2010-04-22 00:00:00;90610686,43441780
2010-04-23 00:00:00;85481779,65511110
2010-04-24 00:00:00;95739593,21372440
2010-04-25 00:00:00;90040807,90338370
2010-04-26 00:00:00;93460079,08958820
2010-04-27 00:00:00;102578135,58613300
2010-04-28 00:00:00;102578135,58613300
2010-04-29 00:00:00;83772144,06200890
2010-04-30 00:00:00;82062508,46890670
2010-05-01 00:00:00;104287771,17923600
2010-05-02 00:00:00;88331172,31028150
2010-05-03 00:00:00;90610686,43441780
2010-05-04 00:00:00;86866906,60807110
2010-05-05 00:00:00;87505633,86254220
2010-05-06 00:00:00;95170360,91619560
2010-05-07 00:00:00;84311997,59018670
2010-05-08 00:00:00;98363997,18855110
2010-05-09 00:00:00;91337997,38936890
2010-05-10 00:00:00;81757088,57230220
2010-05-11 00:00:00;70898725,24629330
2010-05-12 00:00:00;81118361,31783110
2010-05-13 00:00:00;81757088,57230220
2010-05-14 00:00:00;78563452,29994670
2010-05-15 00:00:00;58124180,15687110
2010-05-16 00:00:00;72176179,75523560
2010-05-17 00:00:00;91337997,38936890
2010-05-18 00:00:00;107306178,75114700
2010-05-19 00:00:00;104751269,73326200
2010-05-20 00:00:00;119540174,3686160
2010-05-21 00:00:00;103640742,3097360
2010-05-22 00:00:00;114829231,53635600
2010-05-23 00:00:00;124251117,20087700
2010-05-24 00:00:00;110707156,5581270
2010-05-25 00:00:00;123662249,34684400
2010-05-26 00:00:00;131317531,44926800
2010-05-27 00:00:00;113062627,97425800
2010-05-28 00:00:00;131317531,44926800
2010-05-29 00:00:00;108351685,14199700
2010-05-30 00:00:00;123094110,6752470
2010-05-31 00:00:00;117311165,8784240
2010-06-01 00:00:00;111528221,0816
2010-06-02 00:00:00;121441840,73329800
2010-06-03 00:00:00;125572515,58817200
2010-06-04 00:00:00;103266871,37185200
2010-06-05 00:00:00;119789570,79134800
2010-06-06 00:00:00;122267975,7042730
2010-06-07 00:00:00;129703190,44304600
2010-06-08 00:00:00;132181595,35597000
2010-06-09 00:00:00;138790675,12376900
2010-06-10 00:00:00;132181595,35597000
2010-06-11 00:00:00;138790675,12376900
2010-06-12 00:00:00;116641916,5184
2010-06-13 00:00:00;148610441,78640600
2010-06-14 00:00:00;139106285,62564700
2010-06-15 00:00:00;158978612,14359700
2010-06-16 00:00:00;122690015,89342800
2010-06-17 00:00:00;126146072,67915900
2010-06-18 00:00:00;129602129,46488900
2010-06-19 00:00:00;129602129,46488900
2010-06-20 00:00:00;159842626,34003000
2010-06-21 00:00:00;133058186,25061900
2010-06-22 00:00:00;134786214,64348400
2010-06-23 00:00:00;161570654,7328950
2010-06-24 00:00:00;146018399,19710800
2010-06-25 00:00:00;144694167,32444400
2010-06-26 00:00:00;153375817,36391100
2010-06-27 00:00:00;171703745,2250070
2010-06-28 00:00:00;146623422,88877000
2010-06-29 00:00:00;163022095,18554100
2010-06-30 00:00:00;175562256,35365900
2010-07-01 00:00:00;203536462,0363850
2010-07-02 00:00:00;161092839,6212150
2010-07-03 00:00:00;204501089,81854800
2010-07-04 00:00:00;160128211,83905200
2010-07-05 00:00:00;172668373,00717000
2010-07-06 00:00:00;197432736,86964100
2010-07-07 00:00:00;182245603,26428400
2010-07-08 00:00:00;176404398,03145500
2010-07-09 00:00:00;232479968,26661900
2010-07-10 00:00:00;231311727,22005300
2010-07-11 00:00:00;209115147,33530100
2010-07-12 00:00:00;769870849,6869450
2010-07-13 00:00:00;1561256005,8079800
2010-07-14 00:00:00;1304054871,9031900
2010-07-15 00:00:00;1407837785,5840700
2010-07-16 00:00:00;1139355900,1922400
2010-07-17 00:00:00;1561247405,9313300
2010-07-18 00:00:00;1552222854,4519600
2010-07-19 00:00:00;1570271957,4107000
2010-07-20 00:00:00;1633443817,7663100
2010-07-21 00:00:00;1868082156,2299700
2010-07-22 00:00:00;1588321060,3694500
2010-07-23 00:00:00;1750762986,9981400
2010-07-24 00:00:00;1705640229,60128
2010-07-25 00:00:00;2084671391,7349000
2010-07-26 00:00:00;2192966009,48736
2010-07-27 00:00:00;2015222416,792080
2010-07-28 00:00:00;1930243158,2526600
2010-07-29 00:00:00;2185180933,870930
2010-07-30 00:00:00;2209460722,0250500
2010-07-31 00:00:00;2464398497,6433300
2010-08-01 00:00:00;2901434684,4175200
2010-08-02 00:00:00;2937854366,648700
2010-08-03 00:00:00;2755755955,4927900
2010-08-04 00:00:00;2949994260,72576
2010-08-05 00:00:00;2646496908,799240
2010-08-06 00:00:00;2573384684,6668800
2010-08-07 00:00:00;2713432830,7712
2010-08-08 00:00:00;3483697634,3449600
2010-08-09 00:00:00;3326143469,9776
2010-08-10 00:00:00;3343649488,24064
2010-08-11 00:00:00;4078902255,2883200
2010-08-12 00:00:00;3798805963,07968
2010-08-13 00:00:00;3763793926,5536000
2010-08-14 00:00:00;4919191131,91424
2010-08-15 00:00:00;3623745780,4492800
2010-08-16 00:00:00;3739742258,8268100
2010-08-17 00:00:00;3281814635,297000
2010-08-18 00:00:00;3383576329,414730
2010-08-19 00:00:00;3434457176,4736
2010-08-20 00:00:00;4910001741,180780
2010-08-21 00:00:00;4401193270,592090
2010-08-22 00:00:00;5393369788,240020
2010-08-23 00:00:00;5418810211,769460
2010-08-24 00:00:00;5469691058,828330
2010-08-25 00:00:00;5495131482,35776
2010-08-26 00:00:00;5342488941,181160
2010-08-27 00:00:00;5299073830,966610
2010-08-28 00:00:00;5268085095,113010
2010-08-29 00:00:00;5020175208,28416
2010-08-30 00:00:00;4617321642,187280
2010-08-31 00:00:00;5701927397,06349
2010-09-01 00:00:00;4865231529,01613
2010-09-02 00:00:00;4834242793,162520
2010-09-03 00:00:00;5082152679,991370
2010-09-04 00:00:00;5608961189,502670
2010-09-05 00:00:00;5113141415,844980
2010-09-06 00:00:00;4896220264,869740
2010-09-07 00:00:00;4958197736,576950
2010-09-08 00:00:00;5847221418,2115600
2010-09-09 00:00:00;4784090251,264
2010-09-10 00:00:00;6272473884,990580
